"","variable.name","display.section","definition","code.list","lag","source","validity.years","notes","calculation","display.via.web"
"1087","new_ep_f5564","Notification","New extrapulmonary cases: females aged 55-64 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1088","new_ep_f5564_dots","notif_old","DOTS, Female EP 55-64",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1089","new_ep_f5564_ndots","notif_old","non-DOTS, Female EP 55-64",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1090","new_ep_f65","Notification","New extrapulmonary cases: females aged 65 years and over (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1091","new_ep_f65_dots","notif_old","DOTS, Female EP 65 and more",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1092","new_ep_f65_ndots","notif_old","non-DOTS, Female EP 65 and more",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1093","new_ep_fu","Notification","New extrapulmonary cases: females age unknown (not used after 2012)",NA,0,"Notification, Data collection form","2006-present","Pre-2009 collected only in Europe",NA,1
"1094","new_ep_fu_dots","notif_old","(EUR) DOTS, Female EP age unkown",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1095","new_ep_fu_ndots","notif_old","(EUR) non-DOTS, Female EP age unkown",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1096","new_ep_m014","Notification","New extrapulmonary cases: males aged 0-14 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1097","new_ep_m014_dots","notif_old","DOTS, Male EP 0-14",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1098","new_ep_m014_ndots","notif_old","non-DOTS, Male EP 0-14",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1099","new_ep_m04","Notification","New extrapulmonary cases: males aged 0-4 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1100","new_ep_m04_dots","notif_old","DOTS, Male EP 0-4",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1101","new_ep_m04_ndots","notif_old","non-DOTS, Male EP 0-4",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1102","new_ep_m1524","Notification","New extrapulmonary cases: males aged 15-24 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1103","new_ep_m1524_dots","notif_old","DOTS, Male EP 15-24",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1104","new_ep_m1524_ndots","notif_old","non-DOTS, Male EP 15-24",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1105","new_ep_m15plus","Notification","New extrapulmonary cases: males aged 15 years and over (not used after 2012)",NA,0,"Notification, Data collection form","2011 -","Added retrospectively to data collected in 2012","if detailed breakdowns by age groups are available then the sum is displayed, otherwise contents of new_ep_alt_m15plus is used (countries that cannot provide detailed age/sex breakdown)",1
"1106","new_ep_m2534","Notification","New extrapulmonary cases: males aged 25-34 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1107","new_ep_m2534_dots","notif_old","DOTS, Male EP 25-34",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1108","new_ep_m2534_ndots","notif_old","non-DOTS, Male EP 25-34",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1109","new_ep_m3544","Notification","New extrapulmonary cases: males aged 35-44 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1110","new_ep_m3544_dots","notif_old","DOTS, Male EP 35-44",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1111","new_ep_m3544_ndots","notif_old","non-DOTS, Male EP 35-44",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1112","new_ep_m4554","Notification","New extrapulmonary cases: males aged 45-54 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1113","new_ep_m4554_dots","notif_old","DOTS, Male EP 45-54",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1114","new_ep_m4554_ndots","notif_old","non-DOTS, Male EP 45-54",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1115","new_ep_m514","Notification","New extrapulmonary cases: males aged 5-14 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1116","new_ep_m514_dots","notif_old","DOTS, Male EP 5-14",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1117","new_ep_m514_ndots","notif_old","non-DOTS, Male EP 5-14",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1118","new_ep_m5564","Notification","New extrapulmonary cases: males aged 55-64 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1119","new_ep_m5564_dots","notif_old","DOTS, Male EP 55-64",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1120","new_ep_m5564_ndots","notif_old","non-DOTS, Male EP 55-64",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1121","new_ep_m65","Notification","New extrapulmonary cases: males aged 65 years and over (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1122","new_ep_m65_dots","notif_old","DOTS, Male EP 65 and more",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1123","new_ep_m65_ndots","notif_old","non-DOTS, Male EP 65 and more",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1124","new_ep_mu","Notification","New extrapulmonary cases: males age unknown (not used after 2012)",NA,0,"Notification, Data collection form","2006-present","Pre-2009 collected only in Europe",NA,1
"1125","new_ep_mu_dots","notif_old","(EUR) DOTS, Male EP age unkown",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1126","new_ep_mu_ndots","notif_old","(EUR) non-DOTS, Male EP age unkown",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1127","new_ep_ndots","notif_old","Non-DOTS, New extra-pulmonary",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1128","new_ep_sexunk014","Notification","New extrapulmonary cases: sex unknown, aged 0-14 years (not used after 2012)",NA,0,"Notification, Data collection form","2011 -","Added retrospectively to data collected in 2012",NA,1
"1129","new_ep_sexunk04","Notification","New extrapulmonary cases: sex unknown, aged 0-4 years (not used after 2012)",NA,0,"Notification, Data collection form","2011 -","Added retrospectively to data collected in 2012",NA,1
"1130","new_ep_sexunk15plus","Notification","New extrapulmonary cases: sex unknown, aged 15 years and over (not used after 2012)",NA,0,"Notification, Data collection form","2011 -","Added retrospectively to data collected in 2012",NA,1
"1131","new_ep_sexunk514","Notification","New extrapulmonary cases: sex unknown, aged 5-14 years (not used after 2012)",NA,0,"Notification, Data collection form","2011 -","Added retrospectively to data collected in 2012",NA,1
"1132","new_ep_sexunkageunk","Notification","New extrapulmonary cases: sex unknown, age unknown (not used after 2012)",NA,0,"Notification, Data collection form","2011 -","Added retrospectively to data collected in 2012",NA,1
"1133","new_foreign","Notification","New and re-treatment TB cases among foreign-born individuals",NA,0,"Notification, Data collection form","until 2012","Replaced from 2013 onwards by notif_foreign",NA,0
"1134","new_labconf","Notification","New pulmonary bacteriologically confirmed TB cases (smear positive or culture positive or positive by WHO-recommended rapid diagnostics such as Xpert MTB/RIF). As of 2013 this also includes pulmonary bacteriologically confirmed cases with unknown previous TB treatment history.",NA,0,"Notification, Data collection form",NA,NA,NA,1
"1135","new_labconf_dots","notif_old","DOTS, New pulm lab-confirmed",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1136","new_labconf_ndots","notif_old","Non-DOTS, New pulm lab-confirmed",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1137","new_oth","Notification","Other new cases (not used after 2012)",NA,0,"Notification, Data collection form",NA,NA,NA,1
"1138","new_oth_cnu","EUR_notifs","Other new culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1139","new_oth_cp","EUR_notifs","Other new culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1140","new_oth_dots","notif_old","DOTS, Other new",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1141","new_oth_ndots","notif_old","Non-DOTS, Other new",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1142","new_rx_rgmn","Strategy","Is the TB National Treatment Programme involved in clinical trials or other research to evaluate effectiveness of new drug regimens?","0=No; 1=yes",0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1143","new_sn","Notification","New pulmonary smear-negative cases (not used after 2012)",NA,0,"Notification, Data collection form",NA,NA,NA,1
"1144","new_sn_cmplt_cul_dots","notif_old","DOTS, Completed, New pulm C-/unk/not-done",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1145","new_sn_cmplt_cul_ndots","notif_old","non-DOTS, Completed, New pulm C-/unk/not-done",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1146","new_sn_cmplt_lab_dots","notif_old","DOTS, Completed, New pulm not lab-confirm./unk/not-done",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1147","new_sn_cmplt_lab_ndots","notif_old","non-DOTS, Completed, New pulm not lab-confirm./unk/not-done",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1148","new_sn_cnu","EUR_notifs","New pulmonary smear-negative culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1149","new_sn_cp","EUR_notifs","New pulmonary smear-negative culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1150","new_sn_def_cul_dots","notif_old","DOTS, Defaulted, New pulm C-/unk/not-done",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1151","new_sn_def_cul_ndots","notif_old","non-DOTS, Defaulted, New pulm C-/unk/not-done",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1152","new_sn_def_lab_dots","notif_old","DOTS, Defaulted, New pulm not lab-confirm./unk/not-done",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1153","new_sn_def_lab_ndots","notif_old","non-DOTS, Defaulted, New pulm not lab-confirm./unk/not-done",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1154","new_sn_died_cul_dots","notif_old","DOTS, Died, New pulm C-/unk/not-done",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1155","new_sn_died_cul_ndots","notif_old","non-DOTS, Died, New pulm C-/unk/not-done",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1156","new_sn_died_lab_dots","notif_old","DOTS, Died, New pulm not lab-confirm./unk/not-done",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1157","new_sn_died_lab_ndots","notif_old","non-DOTS, Died, New pulm not lab-confirm./unk/not-done",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1158","new_sn_dots","notif_old","DOTS, New pulm smear-negative",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1159","new_sn_f014","Notification","New pulmonary smear negative/smear unknown/smear not done cases: females aged 0-14 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1160","new_sn_f014_dots","notif_old","DOTS, Female ss-/unk/notdone 0-14",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1161","new_sn_f014_ndots","notif_old","non-DOTS, Female ss-/unk/notdone 0-14",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1162","new_sn_f04","Notification","New pulmonary smear negative/smear unknown/smear not done cases: females aged 0-4 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1163","new_sn_f04_dots","notif_old","DOTS, Female ss-/unk/notdone 0-4",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1164","new_sn_f04_ndots","notif_old","non-DOTS, Female ss-/unk/notdone 0-4",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1165","new_sn_f1524","Notification","New pulmonary smear negative/smear unknown/smear not done cases: females aged 15-24 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
